steming_data,Score,Sentiment
seru bikin bosan deh,0,Negatif
apa toxic main top up juta juta,2,Positif
mantaaaap main game roblox cuuuuuuuyyyyyy,1,Positif
seru pol map bagus,-1,Negatif
plis main fish dc,0,Negatif
orang tipu gua,-1,Negatif
game ya seru game suka banget game,5,Positif
bagus suka,0,Negatif
game ngerusak pola pikir anak,1,Positif
sistem ban sehat,-1,Negatif
asik sih,1,Positif
bagus sih main teman ng leg ya,1,Positif
banget game bagus hacker,2,Positif
roblox main suka reting main suka roblox roblox senang suka banget i love you robloxdan hapus main robloxroblox juara,0,Negatif
gem ya seruuuu bett,1,Positif
game ya seru pakai delta,2,Positif
tualang gaem seru,0,Negatif
seru,0,Negatif
etik what semsor jir,-1,Negatif
game seru,1,Positif
bagus game ya game ya cheater,4,Positif
geming keren realistis bagus,1,Positif
game ya menarikseruramah teman minus ya main minggu suruh upgrade,1,Positif
bagus,0,Negatif
game ya bagus pilih ya steal a brainnot seru,2,Positif
gamenya keren kurang bug sinyal bagus login,-1,Negatif
game ya gamenya seru seru,2,Positif
game ya seru kadangg suka offlne,2,Positif
bagus kikir game,2,Positif
min gue gue roblox ya eror gue download ulang gue kasih sandi kga login tolong baik,0,Negatif
blokir mending main roblox,-1,Negatif
roblox salah tingkah poto mohon maaf,-2,Negatif
gamenya bagus banget map brainrot evolution stil a brainrot,1,Positif
guys game bagus bug maklumin protes baik karyawan roblox memang bikin game ha gua game susah susah protes,0,Negatif
game bagus banget main map puas contoh ya main map fish,4,Positif
game roblox seru berterimakasih buat roblox,2,Positif
bagus mik,0,Negatif
this game is broken and many people has bullying me and me has a ban of roblox i hated this game bro,2,Positif
bantu sepi,-1,Negatif
game ya masuk akal download bikin bodoh,1,Positif
bagusssssss bgtttttt gameeeee nyaaaaa,0,Negatif
seru banget teman negeri beda daerah pacar bagus deh game ya turunin harga robux ya ya min game ya seru,7,Positif
gim ya bagus sayang ya robax ya bayar,3,Positif
game ya bagus update minggu,2,Positif
game seru banget gua suka banget cuy gua bagi robux gratis coy game ya seruuuuuuuu gua main ya seru download nama gameroblox logokotak miring,3,Positif
bagus bisnis game,2,Positif
bagus sih game ya ku robax ku ya beli uang kagak robax nama roblox ku nama aslijomblosaja nama displeyazzateterozz hehehe,2,Positif
main fish secrettalon kikir,1,Positif
gamenya bagus variasi bosan,0,Negatif
suka main game tarik gamenya ya andai orang main,4,Positif
game ya bagus sih nge bug ya gapapa asih bintang orang sana mandang ava,3,Positif
bagus suka,0,Negatif
bug ya,1,Positif
bagus sih tolong jadi game biyar leg wifi jelek,0,Negatif
main ya,1,Positif
suka main gue timbang ya tower ya dll,2,Positif
game serba bagus pokok,1,Positif
game seru kasih reting,1,Positif
game ya seru komunikasi online,2,Positif
game seru game seru,2,Positif
seruuuuuuu,0,Negatif
gamenya bagus banget tolong ya baik kuota boros boros main menit habis gb sih main plants vs brainrot nipu asih tanam secret tipu,-1,Negatif
login pakai akun pas suruh verivikasi pasuk kode kirim roblox pasuk kode,-1,Negatif
gamenya seru suka game tualang daki pokok seru banget suka map fish itdan map,1,Positif
gemenya seru mabar,0,Negatif
seru,0,Negatif
teman teman roblox,0,Negatif
seru game ya,2,Positif
game ya bagus,2,Positif
afk aplikasi update roblox server tolong baik seru,-1,Negatif
suka game asli,2,Positif
game bagus bug bikin server privat pakai robux kayak masuk gamenya ngeleg banget,0,Negatif
seru banget suka roblox,1,Positif
main game join join ha roblox down kah aneh,2,Positif
game seru tarik map ya bagus bagus,3,Positif
game ya seru main baju mahal a ribux,4,Positif
mantap deh,1,Positif
akun sandi,0,Negatif
bagus game ya minta tolong robux main mula dikit kayak,-1,Negatif
seru,0,Negatif
game ya asik banget lag ya sih,5,Positif
stres lat kesini gue sakit hati curhat teman roblox game bikin gue tenang tolong hapus nih game gue curhat bikin hilang stres,-2,Negatif
gara gara roblox main roblox ayah dunia ya,-1,Negatif
akun ku hilangggg,0,Negatif
game senang tanam tanam curi brainrots main blox fruits fruits bagus main fish seru banget mancing ikan,2,Positif
eror menhubugi server,-1,Negatif
seru map random biar bosan,-1,Negatif
gamenya bagus bikin emosi jugaterutama game fish ajar sabar sabar hilang bilang talon wildes kikir banget,5,Positif
didonlot lupa main fish,0,Negatif
bagus suka map grow a garden malam hutan,0,Negatif
game ya simpan pakai orang masuk mohon ngambil akun blokir terimakasih kemarin september masuk password arrdd ussername arrdd masuk,-2,Negatif
tolong developer ya game ya jadi offline online tuh susah jaring ya ngelag patahpatah tolong ya plisss,5,Positif
update memori hp ku penuh gambar galeri ku dikit,-1,Negatif
sangar bagus gemnya cocok lansi,0,Negatif
suka robloxxxxx is the only best,1,Positif
game seru suka,1,Positif
main fisit,0,Negatif
game buruk play store suka leg update ya suka leg,1,Positif
bagus banget ku mainin main hape,0,Negatif
gamenya bagus main tolong ya main loading kesal tau,0,Negatif
seru game,1,Positif
game bagus map seru banget game,3,Positif
rada lag toxic banget main ya mandang ava,2,Positif
game seru mainin game seru banget,2,Positif
bagus main,0,Negatif
seru nih game tau omong kasar omong sensor mulu ban game,-1,Negatif
seru,0,Negatif
uuuuu bagus banget rela hapus ff roblox cipta roblox tambah main ya suka roblox game plant vs branrot roblox,3,Positif
robux gratis,1,Positif
suka banget geme walupun on seruh deh map ya karakter gerat munurut bintang deh geme,2,Positif
bagus banget sih pokok ya,2,Positif
gem seru,0,Negatif
ngeleg ku hapus download patah patah hp bagus pakai wifi patah patah pas main enak,-4,Negatif
gamenya bagus game seru steal a brainrot fish tolong salah hacker hacker tolong ban terimakasih,1,Positif
loadingnya,0,Negatif
jelek game bocil bit,0,Negatif
bagus sayang suruh upgrade pas pas memori penuh uinstal download arti ulang,2,Positif
gem ya seru banget map coba,2,Positif
bintang banned huh,0,Negatif
keren game,1,Positif
seru,0,Negatif
seru map ya tolong orang suka ngehek tolong blkir aku pls akun hak tampa,0,Negatif
mic party susah kompak teman main,-1,Negatif
gamenya seru banget main game suka suka enge pause citscript,2,Positif
roblox game seru patut raih juara,2,Positif
roblox the best,0,Negatif
game fis seru,1,Positif
gua pas main game fish mohon baik,1,Positif
gamenya bagustapi afk puluh menit dcklo pakai auto clicker dc ghost touch hp kuini ya admin game fitur afkjadi plis hapus fitur dc menit mending itumasa bayar cloud fitur itujadi plis hapus,0,Negatif
game ya bagus banget teman blox fruit bagus,3,Positif
seru banget gamee,1,Positif
enak main ya,1,Positif
gem asikkkk,0,Negatif
seru,0,Negatif
suka main roblox,0,Negatif
gamenya bagus map seru seru player ajak teman bundlenya lucu lucu cantik ganteng bagus semuaa,1,Positif
download game naruto ganti skin kirim robot ganti skin pokok,2,Positif
ngeleg ah kali game susah pas masuk masuk,-1,Negatif
bagus cocok main anak anak remaja,-3,Negatif
lumayan seru bingung gara bayak game,0,Negatif
seru banget mabar main teman gww seru banget gila sumpehh,2,Positif
game ya seru seru,2,Positif
server ya eror,0,Negatif
aplikasi roblox seru bayak gem seruh bi sah main teman bayak teman,-1,Negatif
bagus seru,0,Negatif
main roblox cari map fis gila sikrit,-1,Negatif
bagus bngat,0,Negatif
bagus game ya seru banget ketangihan pulang sekolah langsung main roblox oh iya bikin roblox roblox ku suruh kasih ulas pencet iya nih minnnn bantuin main roblox play store nih kasih ulas oh iya min robux min robloxku bacon jelek banget robux minn update avatar ku biar jelekk minnnn,4,Positif
tolong game ya baik biar gampang ngebag ngeleg plis,2,Positif
bagus game ya seru seru,2,Positif
main seru banget gunung rinjani lombok main ulang ulang teman teman kecuali orang pokok ya roblox main bagus banget sih,3,Positif
seru banget suka,1,Positif
sendiriii,0,Negatif
nice good,2,Positif
gamenya bagus aktivin mic pakai ktp,0,Negatif
bagus gem,0,Negatif
lumayan bagusnamun alangkah baik bagus gerafiknya,0,Negatif
bagus keren,0,Negatif
suka game ya game ya orang hujat,3,Positif
yeyyyyyy,0,Negatif
bagus,0,Negatif
gem ya bagus mes lag map bug admin tolong baik bugnya,1,Positif
update game ya sulit player mula lv sulit ikan rahasia ikan laba laba buka kunci tingkat sulit lebih ikan rahasia kecewa,6,Positif
pas main roblok,1,Positif
suka top up,1,Positif
mantappppp,0,Negatif
roblok baik game suka game night the fores,2,Positif
tau bagusssss,-1,Negatif
sok many cheaters,0,Negatif
game seru suka game,2,Positif
game ya bagus seru paket komplet,4,Positif
geme seru,0,Negatif
bagus banget cocok download,1,Positif
bagus,0,Negatif
game kebun tahan hutan,1,Positif
mantap nih game,2,Positif
senang main bareng teman seru,0,Negatif
enak main fis indonesia galerity,0,Negatif
upgaradetp upgarade mbak,0,Negatif
bagus tana wifi,0,Negatif
gamenya seru banget tingkat ya,3,Positif
ya ya gays pokok seru,2,Positif
keren,0,Negatif
aplikasi seru sila download,-1,Negatif
game gampang disconnect sinyal bagus simpan grafik majapahit pas game patah patah tolong baik simpan framefrez,-1,Negatif
seru tualang game ya suka suka si a si kain ya wajar wajar game kasih bintang dadah roblox tani ku sih you,3,Positif
tuma heker,0,Negatif
game bagus banget game fish baik muda mitos secret,2,Positif
suka game asik seru banget lamun robus haris topap caraya kasih bintang,3,Positif
bagus seru mabar seru banget komunikasi upgrape main ya pokok ya seruuuu banget dehhhhh,4,Positif
game ya seru banget sukakk,3,Positif
game seru guna game roblox seru ya game unik tarik,6,Positif
wow,0,Negatif
roblox ya seru pas download kayak ngelek kak robux gerat ngegak,1,Positif
abdet apdet ikut ya turun,0,Negatif
seru banget nanem petualangpokoknya seru deh,1,Positif
hey roblox ban other steal my base i sok sad mad i cry i rating i always come back,-2,Negatif
main menariktapi depan moga game kembang pesat amin,3,Positif
super seru seru suka,0,Negatif
apan game bagus kayak permen karet manis awal gla ngt bugnya bug jaring hadehh,1,Positif
sumpah pakai hack pakai wifi ngelek parah pakai kouta ngelek nyedot kouta tolong baik,-2,Negatif
seru banget,1,Positif
main roblox ganti avatar main roblox bikin pintar mantap gamenya,1,Positif
bosan,0,Negatif
game penuh scam,1,Positif
fish mantap,1,Positif
game ya bagus bikin bosan kasih bintang deh,2,Positif
gua suka banget gem map ya butuh jaring mohon pakai jaring plis,2,Positif
goodgame,0,Negatif
mencet lompat kali lompat ya kali,1,Positif
game seru banget gem kadang suka ngeleg maju nge zoom suka masuk map ya suka aga kadang suka blokir,3,Positif
game seru adik suka ya suka,2,Positif
system moderasi ya buruk,0,Negatif
game ya seru fist,2,Positif
ya seru teman okeelahh pokoeee,1,Positif
game ya bagus banget seru,3,Positif
robux,0,Negatif
fhis tolong mudah dapatin screet ikan kasihan ngekos berharihari hasil,1,Positif
orang hina orang avatar ya bancon gue benci tuh orang orang,0,Negatif
roblox pas apdet suka ngelekngelek serusih kesel,0,Negatif
game bagus,1,Positif
ganti avatar main tower menara brokheaven robux lucu headless korblox mabar ya lop you roblox,1,Positif
ngelag paham,0,Negatif
seru sih seru geme malam kasih bintang,-1,Negatif
geme bagus benget server bayar pakai robax geme burik gerat moga baik ya terimakasih,3,Positif
game ya seru banget hias avatar ya pakai uang,5,Positif
bagus guna gabut,0,Negatif
gemnya enak main mudah,0,Negatif
game ya bagus sayang paruh avatar bagus pakai rubux,1,Positif
seru banget lupa ajar akun suka belokir seruuuu,1,Positif
seru,0,Negatif
bagus banget pakai minggu diah update,1,Positif
aplikasi bagus mohon hilang sistem report tulis ujar benci sepele urus bilang korban sistem ujar benci mohon tolong hilang sistem akun hilang,-7,Negatif
bagus item gua hapus balikrobux gwa balikin item gue hapus item ya gwe beli kali loh hilang roblox sih,-5,Negatif
roblox baik,0,Negatif
secret,0,Negatif
roblox alami texture langsung blur masuk map texture burik telat load kualitas grafik setel manual max coba solusi clear cache reinstall mati battery saver koneksi stabil muncul kali ganggu alam main tolong baik optimalisasi grafik texture loading versi mobil,0,Negatif
seru tantang,-1,Negatif
plissss ngelaagggg,0,Negatif
seru hp lag lag,0,Negatif
map nama grow a gardensteal a brain rotbrookhavenforsakendistrik kekerasansurvivaldll,0,Negatif
candu,0,Negatif
bagus ikan besarbesar ikan tangkap script script ya,0,Negatif
game seru banget player toxic,2,Positif
game bagus game seru ngelag seru cuman kurang tolong hilang player player senonoh senonoh terimakasih,0,Negatif
game ya seru banget ajar bahasa negeri,2,Positif
main ya seru ngelag wifinya orang ya ramah,2,Positif
kasih dragon caneloni steal a brainrot kasih bintang,0,Negatif
suka,0,Negatif
game baik ya gane,2,Positif
mantap mainin,0,Negatif
game ya bagus keren mabar,2,Positif
game bagus bagus,1,Positif
gamenya jelek main fish masuk server ya tolong benerin ya,0,Negatif
main ya seru tower rendommm,1,Positif
bagus,0,Negatif
games ya kadaluarsa,1,Positif
seru ayok download roblox coba main brookhaven,0,Negatif
bagus gamenya seru banget mapmap seru bikin bosan,1,Positif
keren banget banget map grow a garden malam pokok bintang mabar usn lisapink,1,Positif
gamenya bagus banget,1,Positif
too many bugs,0,Negatif
pas kali download gaame favorit ku,1,Positif
gemenya bagus,0,Negatif
pengin el maja jir,-2,Negatif
main ya seru banget,2,Positif
game nya seruuuu banget game,3,Positif
game ya serubanyak mapbisa teman pokok seru banget,3,Positif
langgan robux bulan masuk robux bulan uang ambil robuxnya kosongplzz min cek,-4,Negatif
roblox tolong ya roblox ku error uninstall rooting fireworks yaudah segitu bye bye minggu loh,-3,Negatif
ikan sikrit,0,Negatif
suka suka,0,Negatif
seru senang tarik game,2,Positif
game ya bagus kawang kawang,2,Positif
tolong game fist vulcano ya kasih sc,2,Positif
bagus banget,1,Positif
kadang ngelag kadang ngelag bingung rating roblox rating,2,Positif
sukkaaa suka update trss,0,Negatif
game anak bagus game ajar suka katakata kotor,0,Negatif
bagus susah onmic suka ijo ijo nya dinyalain,-1,Negatif
seru banget suka main roblox,1,Positif
suka ngebag baterai boros,-2,Negatif
bagus mahal,1,Positif
game ya seru teman robux hahahhahaha,2,Positif
games nya bagus robux,0,Negatif
game memeq,1,Positif
game roblox bagus keren asih dear suka,2,Positif
sukaaaaaaaaa,0,Negatif
bagus banget sumpah,1,Positif
game bodoh,1,Positif
seru gem ya,1,Positif
loading lot jaring berat jaring normal,2,Positif
suka game,1,Positif
gem ya seru seru,1,Positif
gamenya bagus sayang kompatipabel,0,Negatif
i like,0,Negatif
suka main suka,0,Negatif
barang beli robuxkalau barang hapus robux ya player rugi,-1,Negatif
dimainin,0,Negatif
update,0,Negatif
seruuh banget,1,Positif
wih ku rating seru game seru semuaaaa,1,Positif
enak main ya,1,Positif
gim,0,Negatif
muas,1,Positif
tolong roblok kasih tau talon janga pilih kasih player kayak adil susah susah cari sc berbulanbulan afk konten kreator kasih cepat detik dapt gus adil kah roblok kasih tau talon ya ya ro blok player nyaman pilih kasih,-5,Negatif
suara mic bangetbenerin dongkalo benerin malas main tolong ya benerin ku kasih rating bintang yatrus item murahin sikit,-2,Negatif
bagus main sikrit live gila,1,Positif
seru banget pokok ya hati,2,Positif
game ampas,0,Negatif
seru game,1,Positif
seru banget tolong ya game dewasa hatihati anak usia,3,Positif
gamenya seru,0,Negatif
suka game,1,Positif
mohon roblox boleh player aplikasi cloud,0,Negatif
bagus bagus,0,Negatif
game rusak masuk akal nyala mic langsung ban kasar mic nyala niat roblox access microphone milik atur cegah salah sistem ban orang suara nyala mic,0,Negatif
rubah bintang ya kasih bintang tolong perhati game climb and jumb tower ya barukadang minggu tower saran sih minggu kali kasih tower biar rintang barumksih,3,Positif
suka main roblox,0,Negatif
seruh,0,Negatif
bikin private server private server gratis pas masuk join server,2,Positif
game ramah anak,0,Negatif
suka gem,0,Negatif
game nyq seru,1,Positif
seru senang guna pakai delta,1,Positif
fish pokok nya mah,0,Negatif
afk main fish jam pas cek disconnectkan rugi tolong roblox benerin gamenya,-1,Negatif
bagus emot,0,Negatif
bagus banget ngeleg ya mggb,2,Positif
main suka main tower,0,Negatif
bagus canggih,0,Negatif
nih game dahjaringan bagus login tulis koneksi internet putus tolong baik,1,Positif
this is good,1,Positif
game roblox populer,2,Positif
keren nyaman,1,Positif
cocok ku,0,Negatif
wow,0,Negatif
game seru,1,Positif
seru banget main bareng teman teman online,1,Positif
cocok main game,1,Positif
game senang tolong mudah ikan sikrit map fish,1,Positif
game seru jahat nya dikit,-1,Negatif
good game saran custom letak controlnya,2,Positif
bagus uy,0,Negatif
game sagangt seru banget pas rintangn rintangnnya susah kadang bikin kesell,3,Positif
geme bagus pilih geme ya,0,Negatif
gme scam,0,Negatif
seru,0,Negatif
talon maaf sc kuil ya susah tolong mudah,0,Negatif
game ya enak seru minus sinyal stabil masuk dalam main ya,3,Positif
bintang ku ancam,-1,Negatif
suka main ya game seru roblox seru suka banget,3,Positif
gamenya seru banget item beli pakai robux game indonesia ya ceo roblox,2,Positif
pokok ya seru gabut ngabuburit ramadan,0,Negatif
seruh bosan kecuali mancing talon cit whehe,1,Positif
main ya bagus tibatiba blokir tau sebab ya blokir main brookhaven tibatiba blokir ya eh main tolong akun,-1,Negatif
bagus seru banget pakai bayar puas banget reting bintang,3,Positif
seru map baru tarik,1,Positif
keren,0,Negatif
i love you rosblok p,0,Negatif
seru tam meaken kuota,-1,Negatif
kurang sesat,-2,Negatif
roblox tuh seruhhh banget map ya gampang lag tombol loncat ya besar ya pas main tower pas loncat nyampek balok jatuh tombol loncat besar r,6,Positif
habis update kemarin masuk map layar hitam force close memori nyisa,-3,Negatif
suport rf hadehh lawak,0,Negatif
game bagus bagus bug,1,Positif
hello developer i really need your help i just bought a diving gear your game but i didnt understand how the system works because of that i accidentally clicked and gave my newly purchased item a random player that i not know the item was very expensive for me and i really need back please help me restore the diving gear my inventory if this item cannot be returned i will have no choice but stop playing the game because i feel very disappointed thank you for your,1,Positif
game ya bagus sih tolong pakai hackscript tolong banned ya developer roblox biar game seru,4,Positif
game ya bagus hibur,2,Positif
bagus cuman jarang secret fish,0,Negatif
bagus game main fis,1,Positif
mainin game inisetiap outfit beli error hilang,-1,Negatif
game jelek,0,Negatif
pakai hp xiaomi main,0,Negatif
bagus banget game,2,Positif
roblox game seru banding game,2,Positif
game seru banget game,3,Positif
sih login akun password ya,1,Positif
game ya bagus,2,Positif
suka game game main,2,Positif
seru tantang,-1,Negatif
anak malas bljrmenyita waktumengganggu,-2,Negatif
mantap gamenya keren,1,Positif
pliss seru banget ketemu temendari ajaaaa,2,Positif
gila mancing fish,1,Positif
game seru banget ajar bahasamabar bareng temendan lai sekian terima gaji,3,Positif
lumayan sih gue cuman main fish susah banget secreatnya pas misi element rod,1,Positif
enak main,0,Negatif
bagus banget main roblox,1,Positif
senang,0,Negatif
seru gem ya,1,Positif
bagus senang,0,Negatif
seru main suka,0,Negatif
ya bagus,1,Positif
main bagus main ya nge lag,1,Positif
ikan talon secret,0,Negatif
i was told log again and i used google but when i logged i couldnt please give me my account back i started from,-1,Negatif
seru banget main keren mantap,2,Positif
naantapp pokok mahhhhhh,0,Negatif
woy roblox main roblox game buruk guna download main,1,Positif
game ya free,3,Positif
game nyabagus,1,Positif
geme seru banget,1,Positif
bro please delete face photo i cant chat with others,-1,Negatif
bagus anajai,0,Negatif
lumayan seru asik,1,Positif
bagus banget map ya,2,Positif
menyenag,0,Negatif
buram baju plis baik,0,Negatif
roblox beranda gelap suka gelap,-2,Negatif
aktivin otomatis tulis afk menit update jelek mending update player roblox kecewa main roblox main fish sistem afk aduh trauma game,0,Negatif
gua jago main fis seru banget pokok ya ketemu gua fis kasih ikan deh,2,Positif
urus ngacit ngecit diben dongngo,0,Negatif
apk gua mainin nih cuy,-2,Negatif
muas,1,Positif
aplikasi otak bodoh,-1,Negatif
gama ya bagus,1,Positif
pas avatar set ya bagus pas game beda,3,Positif
gem ya bagus,1,Positif
minimal item beli hapus roblox robux ya balikin beli robux pakai daun,-2,Negatif
game ya seru banget kadang suka ngelag suka omong kasar suka game ya,5,Positif
koneksi jaring baik wifi ngisi bulan ribu masuk map apa stak loby beli kuota ribu aneh pensiun gara koneksi gagal,-6,Negatif
bagus banget kadang lot sih,1,Positif
enak sih gb ya ganggu gara gara player zepeto roblox unik,-2,Negatif
cheater banned alas orang toxic banned banned game biar mati,1,Positif
roblox akun gua tibatiba hilang tolong bantu afk fish tibatiba hilang ayo senang senang beli pancing ares hilang,0,Negatif
seru deh coba,0,Negatif
moga harga game seru banget,4,Positif
tolong min login akun ya verifikasi langkah ya aktif verifikasi langkah tolong atas ya min terimakasih,5,Positif
game seruuuu,1,Positif
game bug loncat lag parah analog ya loncat ngebug parahhhhh pakai mod,1,Positif
tolong min baju ninja assasin ya keluar,1,Positif
update november kecewa main game fish device redfinger dll harus ya update layan main tenang seru tarik sulit guna atur baru orang tolol bodoh roblox tinggal main sulit minat,3,Positif
talon,0,Negatif
semenjak update baru roblox ku device huawei main huewai google play pakai apk gbox roblox deteksi ya ancam games main roblox nikmat device guna apk roblox rugi,1,Positif
susah tarik secret fist,0,Negatif
ramah main update guna device google play ya huawei,2,Positif
susah banget secret,0,Negatif
game adil iri konten kreator beli aitem langgan bulan susah sceret elemen rod konten kreator kasih luck juta parah pilih kasih game,0,Negatif
kagak event fish,-1,Negatif
teman game rekomendasi guys,2,Positif
ku kasih bintang bug kamera gerak ya oke papa,2,Positif
game bagus bug jaring,2,Positif
min servernya down,-1,Negatif
seru banget pelisss,1,Positif
ngeleg parah bikin darah mulu oii,-1,Negatif
game update masalah performarender grafisdisconnect cenderung dorong space aplikasi perangkat batas update company gede performa aplikasi kikir ubah,-3,Negatif
i love roblox,0,Negatif
seru wkwk,0,Negatif
gamenya lumayan bagus,0,Negatif
bagus harga robux ya murahin,2,Positif
seru tolong update ya game anjggg gabisaa updatee sialll,2,Positif
tolong baik server nysetiap main jam malam masuk dalam game ya karena server merespon sinyal stabil,2,Positif
woi geme dukung anak anak download adah kayak emot hubung pasutri liahat baca papan tulis nista agama tolong geme,-4,Negatif
geme ya bagus,1,Positif
roblox kasih tau talon sc ya muda,-1,Negatif
kreatif,1,Positif
gue main roblox orang orang jahat game sambah hina hinaa,-1,Negatif
main seru map ku suka teman teman,0,Negatif
game ya seru asikk tolong banned akun risss scammer tipu cundang scam game grow a garden pet bawa kabur akun roblox blokir milik bukti tolong roblox banned akun korban terimakasih,1,Positif
gamenya seru cari teman,-1,Negatif
gamenya pental gjelas bintang,-1,Negatif
beli kepala setangah knpah dipke,0,Negatif
tolong admin roblox gua salah banettolong pikir bijak orang ripot gua gua langsung banet gua ripot orang salah gua kene player pensi,-6,Negatif
seru banget main roblox,1,Positif
bagus game inibisa ajar bahasa inggris ajar game bagus map map ya,2,Positif
game bosan,1,Positif
game bagus,1,Positif
lumayan robax ya mahal mahal maaf ya roblox,4,Positif
geme seru banget ayo cepat main geme seru banget lohhhhhhhh,3,Positif
seru banget,1,Positif
daritadi koneksi terputusorang pakai wifi wifinya kencang sih pas akhir koneksi putus tamat koneksi putus sinyal bagus nih capek,1,Positif
game ya bagus sayang ngebug pas mancingtiba diam pokok ya inti kurang bug bug,3,Positif
bug parahhhh,0,Negatif
bagus,0,Negatif
game bagus cocok dilasih bintang tolong pembuatdev roblox kasih untung akun sekian trimakasih,2,Positif
kadang ngleg servernya,1,Positif
enak menang lupa like roblox,0,Negatif
game seru game gamenya suka dunia,2,Positif
banyak bug,0,Negatif
bagus sih map gamenya uras internet ku,-1,Negatif
game mantap,2,Positif
kasar blokir akun ane game tambah aneh,1,Positif
bagus banget minus pas jadi tampil ya gelap tolong kasih tombol ganti kasih tau tolong kembaliin trimakasih,1,Positif
ngelek,0,Negatif
seru banget game nya,2,Positif
candu ya,1,Positif
enak main seruhh,0,Negatif
game seru suka,1,Positif
game fish boros paket data main gb habis,0,Negatif
joystick ya ngelek kayak gerak tolong benar komunitas roblox ganggu main,-1,Negatif
seru banget,1,Positif
bagus banget seru game nya,2,Positif
game dikit dikit akun bandjan download,-1,Negatif
geme fasilitas geme geme kenal ramah ya bijak privasi oflain impi player roblox layan wakil player roblox ber trimakasih ya,3,Positif
main roblox bikin goblox ribet ngeleg gampang putus dikit jaring leg apa ribet game kotak bentuk apa erti gue gue bilang game gila,-2,Negatif
gem ya bagus gue puas hasil,3,Positif
game beli item mahal mahal hilang,2,Positif
gamenya enak seru game baik dunia iya roblox,1,Positif
gem bagus permainanya bikin kesal ya main distrik violence lek parah masuk gem ya rugi kiler tim survival,-2,Negatif
lot banget game ya seru,2,Positif
bagus teman mabar,0,Negatif
roblox bagus game ya cuman suka error kasar cheater bagus bintang,1,Positif
gemnya seru seru teman,0,Negatif
suka,0,Negatif
asking banget game ya,3,Positif
seru banget wih first tantang susah menarikk,-1,Negatif
moga secret amin,1,Positif
game ya bagus pilih game ya akun ban ya salah tolong beritahu niknem riparkan,3,Positif
bagus aplikasi roblox ngehinabanyak bocilbocil sopan saran bocil blokir roblox,-2,Negatif
woi roblox kembaliin akun gue,0,Negatif
sih chat metro chat bikin kesel chat orang roblox mainin daftar jaring mah bagus masuk metro tmbhkan boneka kayak anak bayi gendong hadap rumah kmr gratis kasih hewan anjinggg bawa byr masjid metro pliiis,1,Positif
game ya seru banget suka main vdstkevadedll pokok rekomen banget tolong hilang emot ya pliss plissss banget developer roblox,6,Positif
gem seru banget ya iklan,2,Positif
susah banget king jelly,0,Negatif
b anyak gem bagus ya minimal onmik ktp plisss,0,Negatif
game bagus main lakilaki perempuan paun anak game populer kasih bintang moga kembang,4,Positif
seru senang suka rating,0,Negatif
game ya seru mabar,2,Positif
game ya sih bagustapi mainin minggu langsung tanda upgrate malas banget upgrate nyatapi game ya bagus sih,3,Positif
game ya senang hibur,2,Positif
oi bikin ngontak game iklan durasi detik menit anjing,0,Negatif
game pakai akun hilang password darisananya error coba reset pakai email muncul kode error,-2,Negatif
game bug,1,Positif
meyenangkanserubanyak kategori game inicuma kadang ngelag ya lewat sih its no problemgame the best,3,Positif
main ya bagus banget sih bag ya tolong roblox,3,Positif
game ya seru curi brainrot first gua el shark el gran maja keren sih coba sih,-2,Negatif
bagus banget oh iya kurang ava zepeto cik,0,Negatif
gem ya seru,1,Positif
disconek,0,Negatif
tolong tingkat masuk akun,0,Negatif
gamenya bagus bangetkarena map,0,Negatif
bagus sih main bikin happy,1,Positif
wheres the safety system,0,Negatif
halo game ya bagus map map ya bagus,4,Positif
fish itjangan susah susah scretnyananti playernya pensi susah susah,-4,Negatif
bagus rekomendasi,0,Negatif
game pp,1,Positif
seru hibur roblox,0,Negatif
map telusur game keren,1,Positif
roblox game sungguh senang alas terkadang robux map ganti map beda map kebun mncr tembaktembakkan jajah roblox punya main game beda asik main iklan sekian terima kasih,2,Positif
mancing mania mantap,2,Positif
mancing mania mantap,2,Positif
roblox aplikasi suka main pil permaina,-1,Negatif
jelek suka ngestuk huuu jelek,-2,Negatif
seru ganti pakai seru teman,0,Negatif
bagus,0,Negatif
sangad bagus error kode mohon ya,-1,Negatif
bagus sayang ya paket boros,1,Positif
varian game seru banget mainin,1,Positif
update ketat enak main,-1,Negatif
gamee burikkkkkkk hapus playstore burik,-1,Negatif
wow gift me fish please hehehehe,-1,Negatif
seru,0,Negatif
game seru banget salah game favorit ku,2,Positif
game ya bagus,2,Positif
bagus sih bayak gemyanglain,0,Negatif
gem ya seruh,1,Positif
padah talon fish kenapah susah,-1,Negatif
ulasanbagus pokok,0,Negatif
seru skinn skinnya bagustetapi item hapus kembali robuxnnya,-2,Negatif
pulih akun nomer ponsel indonesia tau email tau no ponsel indonesia,-2,Negatif
bagus banget seru,1,Positif
enak game pliss donate robux gratis situ orang,2,Positif
plis balikin rf fist bikin hp rusak pakai redfinger plis roblox fitur auto ditec bikin afk fist butuh tarik ikan secret tolong dengar ya min,2,Positif
suka,0,Negatif
game ya sih normal kayak fitur create hapus lupa tolong tambah fitur create benar ya tolong kasih tau moga baca,3,Positif
bagus main ya,1,Positif
the game is fun there are lots of different games and the developer is also good and i want ask we made from the sok i use usage language sok you understand because im from indonesia this game is really fun,3,Positif
