steming_data,Score,Sentiment
main main cdid,0,Negatif
reting reting bagus,1,Positif
gamenya bagus banget lag ya gantung hp ya,2,Positif
jaring lag,0,Negatif
tarik,1,Positif
main senang,1,Positif
seru game roblox moga kembang,4,Positif
admin fish banyak event ya pelit kasih ikan secret,1,Positif
knapa bintang ulasang atastolng baik main jaring bagus jaring jelek,2,Positif
dude why we would need id verification just chat,0,Negatif
alami force close roblox tolong bantu,-2,Negatif
seri main nya,0,Negatif
tolong apa server ya event masuk game aplikasi ya,0,Negatif
bagus ngelag pas masuk evade ngebug wifi nyala full ngebug,0,Negatif
bagus makan ku seharihari makan main game dah,1,Positif
suka banget game seru banget,5,Positif
bintang ngelag pas main wifi ku tolong baik baik bintang,2,Positif
lot banget ya allah malas banget wifi ok ngelag,3,Positif
main game masuk game baik ya,3,Positif
game bagus banyakk game seru,4,Positif
debess,0,Negatif
player ya ramah bacon hina su si game bagus map map isi su si,2,Positif
no recomend,0,Negatif
tolong roblox alami error aplikasi tolong ya mohon baca,-3,Negatif
robux yangvmau kasih sayang kasih bintang,0,Negatif
game bagus main tapimohon tolong kembali akun roblox ambil masuk akun password akun ganti ubah pwnyasaya tolong banget usernam ya pinopio main akun akun trsbt pakai orang tanggung inggin,1,Positif
game ya bagus seru,4,Positif
tolong jadi gratis ya,2,Positif
main ya,1,Positif
pas main evade lag,0,Negatif
keren talon kikir,2,Positif
game seru game main teman,3,Positif
main bagus ngelag,0,Negatif
game temu senang,3,Positif
bagus,1,Positif
analok nya ting kayak pubg,-1,Negatif
bagus pol,0,Negatif
bagus,1,Positif
ngeleg,0,Negatif
bagus banget game ya kasih main brookhaven realistic plisssssss habis brookhaven realistic apdet ya kasih pakai baju,6,Positif
bagus banget suka roblox,3,Positif
update bug pakai,-1,Negatif
suka gamenya seru banget,3,Positif
game ya umur ya bocil main roblox,3,Positif
game seru kayak game belah,1,Positif
main bagus elegan,1,Positif
roblox seru teman mabar ku,1,Positif
game roblox bagus suka banget masuk map hmong life tolong pasuk map hmong life map suka ku jam hp pakpohku pengin main map hmong life masuk hp ku masuk ya tolongin dongggggg asukin map ituuuuuuu map hmong life lihat tiktok pining main map hmong life tolong pasuk map loading ya lamaa yaallah moga masuk map hmong life,-1,Negatif
mantap gamenya bos ku,3,Positif
bagus,1,Positif
geme ya seru,2,Positif
bagus main,1,Positif
game bagus seru banget,4,Positif
game bagus,2,Positif
bagus emot sholat bug emot cocok anak anak tolong map senonoh hapus thanks,-2,Negatif
bismillah secret,1,Positif
seru,1,Positif
game ya seru,3,Positif
plis roblox robax tolong gratis robax,1,Positif
game seru main hut seru banget game nama roblox,5,Positif
gamenya lumayan seru,1,Positif
mudah bagus,2,Positif
seru banget roblox map,2,Positif
good amezing,1,Positif
game ya seru banget top up robux minimal beli item bagus gratis bagus,7,Positif
roblox wow,0,Negatif
game yan seru,2,Positif
soale apik seru lan,1,Positif
cocok,0,Negatif
tolongin kak roblox sendiriada ingat pliss kak ya main,1,Positif
game ya bagus aga burik,2,Positif
tlong nih harga rambut dll balikin username gue raaaratuiblis,1,Positif
bagus suka main jam kos sekolah seru,4,Positif
game ya suka ngelek kadang masuk game ya,5,Positif
jelek gamenya,-2,Negatif
geme bagus,1,Positif
seru banget disinisoalnya map ya suka brookhaven gunung mancing lumayan seru mabar temanteman main saudaradan nal orang tau teman aplikasi inicoba dehpasti suka kadangkadang update ragu main roblox yuk download tau ketemu,5,Positif
roblox otak harga item mahal harga item pakai akesoris lainlain robux robux coba game ya harga ya harga ya kayak binatang,5,Positif
seru banget rating oo,2,Positif
menyanagkan,0,Negatif
keren banget,2,Positif
bagus senang,2,Positif
bagus robux harga says senang,3,Positif
game ya bagus hp nge leg,3,Positif
manfaat,1,Positif
seruuuu banget mabarr suka banyakk map map seru map gunung banyakk baju gratispake robux iklan iklan kali ajahh gampang bosan ku geme the best deh malas etik,1,Positif
sebener ya bagus banget kualitas ya hd update mulu kurang update ya roblox,5,Positif
suka map bikin lag seru rating ngalamin orang ngejek orang moga orang kayak ajar roblox,1,Positif
gut,0,Negatif
game bagus,2,Positif
seru banget,2,Positif
wow coba loh seruuuuuuuuu banget,1,Positif
game benerbener seru,2,Positif
game ya bagus game ya ngbug leg,5,Positif
sarah ya senang main game seru roblox,4,Positif
suka gamenya evade baik,2,Positif
game bocil,1,Positif
security thread detected langsung keluar main main login sebentar langsung tulis security thread detected,0,Negatif
game seru banget aksi deh suka game map ya game cocok download anak dewasa,8,Positif
suka game rating,2,Positif
predator anak,-1,Negatif
anjay,-1,Negatif
suka banget game roblox game seru dimainin game pas main tibatiba internet tuh suka banget roblox gamenya seru,10,Positif
seru map ya teman sesuai ya seru pokok ava gratis ya donlot ava ya terimakasih,9,Positif
sring banget ngeleg,1,Positif
bagus event ya bagus talon tolong secret usn arlapan,3,Positif
bintang,0,Negatif
game ya seru tarik suka main mabar teman teman,5,Positif
bangus,0,Negatif
bagus game,2,Positif
game seru banget barainrotnya,3,Positif
game seru banget jamin bosan seru game grow a garden steal a barorot parkur seru game baik seru banget,8,Positif
suka bangetttttttttttt robloxxxxxx bikin blaind box robloxxxxxx,1,Positif
game burik seru,1,Positif
alah roblox tlol roblox tlol predator anak ban ban schleep tlol tlol,-2,Negatif
game baik,2,Positif
seru gua candu main fish,0,Negatif
kuka roblox,0,Negatif
game main map gj gj game gj,2,Positif
semenjak cloud mobile ban malas main game roblox game grinding yag butuh waku user hp afk pakai aplikasi rfviphonegaga dll rusak device,-2,Negatif
good gem,1,Positif
game ya bagus game ya bug kecewa game main game minggu bug tolong bug ya baik kasih bintang,5,Positif
game seru map game mohon baik buat pakai kuota kuota diskon sekian terimakasih,5,Positif
kesal geme suka ngelag geme lagggga,0,Negatif
bagus sih jaring,2,Positif
gerfiknya bagus,1,Positif
game bagus,2,Positif
game ya bagus map ya banya kasih bintang,4,Positif
suka gamenya tolong perhati game mati main hack script tolong banyak perhati night the forest dead rails,0,Negatif
gua pakai cheat pas gua pakai cheat banned anjir cuk aneh cuk gua pakai cheat banned pas pakai pakai banned aneh sih gua rate gin,-5,Negatif
this game is very exciting and very good,2,Positif
suka main roblix mendowlod ya,2,Positif
game ya bagus banget,4,Positif
seru nikmat,2,Positif
hai zefanyaaku suka banget game roblox instal adek ku ajar main main brookhaven mancing main roblox mancing map favorit ku roblox i like roblox,6,Positif
game senang iklan best game roblox keren oke yaudah byee,6,Positif
seru banget,2,Positif
seru banget main malam brookhaven pokok seru deh,2,Positif
roblox download apknya ambil foto ktp biar on mic bug mulu ayo baikin main penasaran banget main game,1,Positif
geme seru ramai seru ajar geme tower gunung suka geme,4,Positif
seru senang main,2,Positif
seru banget robux ya bayar,3,Positif
gm ya,1,Positif
sih bug ya kayak kemarin bug tuh baju avannya blur selain oke aka sih,0,Negatif
game seru aplikasi isi ya game bosan,2,Positif
seru mending pakai hotspot wifi kota ngeleg banget ku kasih ranting,1,Positif
game ya seruuuu banget jirrr tagih main ya,3,Positif
kadang tipu,1,Positif
roblox tolong verifikasi email pulih verifikasi,0,Negatif
seru,1,Positif
download huawei,0,Negatif
mainy enak,1,Positif
game ya seru ramah umur,3,Positif
gema realistis,2,Positif
cloud larang semenjak update,-1,Negatif
game ya bagus gane ya uang jual akun kasih bintang,5,Positif
game ya seru update ya ngatasinnya plase kasih tau baik bug ya,4,Positif
roblox suka masuk game baru parah nyaman parah kesel ruang simpan gede tolong developer baik sistem kecewa,-6,Negatif
ok,2,Positif
harga market ya mahal top up roblox,4,Positif
seru roblox,1,Positif
game ya bagus aneh yakali report orang pakai scrip fish akun gue dibanned dahal chat apa,2,Positif
bagus jir gamenya,0,Negatif
bagus,1,Positif
game ya senang bosan game bug suka game game jelek suka game ya,6,Positif
enak suka main grow a garden malam game favorit ku diroblox robux beli robux mahal game pakai robux suka masuk kasih robux main jam andai kayak engak,3,Positif
admin tolong update roblox nglag takut orang hp ya kentang main roblox tolong ya min roblox lag,1,Positif
seru map bagus,2,Positif
seruuuu bngddd,0,Negatif
ngelang sayah langsung roblox,1,Positif
ganti internet detik langsung disconnect coba,0,Negatif
teman teman roblox,0,Negatif
main,0,Negatif
game bagus,2,Positif
seruuuuuuuuu,0,Negatif
wifi lancar paket internet lancar main game roblox lag sih tolong baik ubah bintang lag woiiii,3,Positif
game ya bagus banget sumpah map seru seru pokok the best game ya,9,Positif
aplikasi seru,0,Negatif
suka main game game main tambah teman,4,Positif
mantappppppppppp,0,Negatif
bagus tenang map fist beh mantap bug bal robax masuk,1,Positif
game ya bagus banget,4,Positif
masuk game langsung,1,Positif
seru gemnya mancing,2,Positif
siga,0,Negatif
bagus banget map seru seru,4,Positif
lumayan bagus reme,1,Positif
seru banget deh pokok ya,3,Positif
seru tarik,2,Positif
fps ya bagus,2,Positif
roblox enak banget ya,3,Positif
gamenya bagus suka,2,Positif
bug,-1,Negatif
bagus banget anjir mohon maaf lag ya hilang pakai data mohon roblox game offline,2,Positif
tolong baik bug blur game top up baju ava ya ngeblur blurnya map,4,Positif
karana beli kepala pakai tolong roblox kembali robux akua beli marketplace,0,Negatif
bagus banget,2,Positif
seru banget suka main kasih reting bintang,3,Positif
game seru main,2,Positif
bagus game tambah luas,4,Positif
kabisa download sih riblox nya,0,Negatif
biar,0,Negatif
game seru map ya kena blokir banget tunggu gm banget bug ya roblox nglek sesat kasar,2,Positif
gampang banget ngelagnya,1,Positif
gem gem baik,1,Positif
tolong ya robux langgan ya masuk saldo potong,2,Positif
main bagus tarik,2,Positif
main ya bagus,2,Positif
game ya bagus tolong geravik bagus,4,Positif
game roblox game serumenarikdan ramah,2,Positif
sc ya susah,0,Negatif
game bagus tarik game dalam seru kurang tolong tambah chat teman alam virtual media sosial interaksi teman mudah ya avatar zepeto bete gue njingg,9,Positif
enak banget loh game game situ loh roblox,4,Positif
nge lag,-1,Negatif
sinyal enak ngelag,0,Negatif
gem seru,1,Positif
game ya bagus hp ku ngelek pas main game populer gitudan berkualitasdah,6,Positif
bagus gemnyanh bayak,1,Positif
gam seru banget mabar game dalam seru temenku roblox ya eror pas main tulis game seru banget sihhhhh bintang sih gua mah,7,Positif
gamenya seru banget btw scan wajah,2,Positif
geme asik,1,Positif
saku teman,0,Negatif
saldo shoope sedot tanggal panjang premium robuxnya masuk,1,Positif
guna data ya minimal plss,0,Negatif
seru banget gem nay,2,Positif
seru banget gem ya,3,Positif
game usak mental anakanak main kasar emosi,0,Negatif
enak banget gem ya sayang tapet robuk heeeee,3,Positif
akun ku ngapa kapai login bagus,1,Positif
game seru main,2,Positif
kasih bintang gem ya seru main,2,Positif
bagus banget gamenya suka,3,Positif
game ya seru banget beh bikin mood happy main bareng teman,6,Positif
bikin rumah main,1,Positif
kasih bintang tuh boros benget apdate boros banget pakai data boros simpan ngelek suka sih game cuman boros banget moga depan pakai data boros etdah beli eh habis simpul pakai datayaaaaa,-2,Negatif
game ya seru,3,Positif
bintang untung main fish sc event skam,0,Negatif
game lumayan seru kasih rating,2,Positif
suka main roblox seru,2,Positif
terimakasih roblox,1,Positif
bagus banget suka,3,Positif
senang main roblox,1,Positif
senang banget main roblox menyukainyaaa suka banget,4,Positif
semangat bikin ngelag hp orang kurang biaya paket ya orang susah,-1,Negatif
seringg update,0,Negatif
why i have robux left and when i buy an outfit for robux the remaining amount is only robux,0,Negatif
geme ya main game tahan hidup heri tolong baik,3,Positif
exciting,0,Negatif
hello my name is june roblox isnt any wiser when comes analyzing abusive language my account was banned for three days because i told someone read a message and then disappeared which is considered harassment even though only said two sentences i typed them the chat but they banned me and said i committed harassment,3,Positif
suka banget gravik ya bagus pilih game pokok seru dehhhhg,5,Positif
terkadang suka ngelag bikin mood main map roblox seru,3,Positif
roblok bagus banding ml,1,Positif
gem seru,1,Positif
main ya seru update mulu,2,Positif
gamenya seru,1,Positif
roblox seru,1,Positif
hai untuk dev game suka banget bagus koo bug blur suka banget blur bikin nge lag estetik pas majuin joystick tb henti heyy kamera muter sendiriaku sih ya ghost touch hp ku part terngeselin ya oke dek segitu thx baca hope the developer fixes,7,Positif
game keren seru,3,Positif
we ran mooooroblox,0,Negatif
game sangatt bagus puas,4,Positif
game enak banget main night the forest,3,Positif
detile seru anak anak,-1,Negatif
game ya seru puollll,3,Positif
terimakasih,1,Positif
roblox ku suka,1,Positif
kak roblox ya beli pakai pakai iklan pakai uang pliss kak reting bintang pliss,0,Negatif
gamenya bagus banget mabar teman kecuali ff,2,Positif
undang orang,1,Positif
roblox at least tighten up the system there are many delta users who disturb players delta player nest games are not recommended,1,Positif
this is good its adorable there are ads its also good roblox well survive the night the forest please people please dont be anomalous shelf im tired well i usually play alone orang play with other people other,-1,Negatif
roblox banned akun bukti laggggg tolong baik rawat bicara aaa banned ripnenzo tuh lihat gua banned omong doang gue kasarr,-1,Negatif
bagus sih talon kikir ndk asih sc,2,Positif
main suka petal petal emman bikin lek,1,Positif
seru gamenya main,1,Positif
suka samy babi,0,Negatif
enak game roblox bikin seru update,3,Positif
game baik dunia benar,2,Positif
enak,1,Positif
abang game farm asea gua ngelegkin sinyal gua bagus ram bagus galery kosong,0,Negatif
game seruuuuu banget main game coba yaituberpetualang menjelajahidan seru banget deh,5,Positif
kamera kayak miring enak gue doang,-1,Negatif
game roblox bagus update burek main roblox update usia gua hapus main blockman go,0,Negatif
kick alas lihat situasi kayak orang salah kick ajar banget sih kronologi main game nama v iq game apa main bocil kmtian nyelonong masuk game nya main teman suruh minggir sih bocil marah setel kick game pas masuk roblox sala kick nih tolong admin roblox betulin ya,0,Negatif
heh gua login akun gua hah benerin tau gua,-4,Negatif
game bangus cek roblox pls you fix this bug this is voice chat okay roblox pls fix okay,0,Negatif
main ya bagus anak jarang rating bintang,1,Positif
game senang,2,Positif
roblok seru kasih bintang,1,Positif
cocok hp kentang,0,Negatif
main bagus suka main roblok main tower,2,Positif
kadang suka lag jaring grafik ya enak roblox offline kadang bosan biar irit kuota pas kuota mainin roblox banget map ya saran sih offline biar irit kuota kuota main roblox offline bintang,2,Positif
seru bikin bosan deh,0,Negatif
apa toxic main top up juta juta,3,Positif
mantaaaap main game roblox cuuuuuuuyyyyyy,1,Positif
seru pol map bagus,1,Positif
plis main fish dc,-1,Negatif
orang tipu gua,-1,Negatif
game ya seru game suka banget game,7,Positif
bagus suka,2,Positif
game ngerusak pola pikir anak,1,Positif
sistem ban sehat,-1,Negatif
asik sih,1,Positif
bagus sih main teman ng leg ya,2,Positif
banget game bagus hacker,3,Positif
roblox main suka reting main suka roblox roblox senang suka banget i love you robloxdan hapus main robloxroblox juara,4,Positif
gem ya seruuuu bett,1,Positif
game ya seru pakai delta,3,Positif
tualang gaem seru,1,Positif
seru,1,Positif
etik what semsor jir,-1,Negatif
game seru,2,Positif
bagus game ya game ya cheater,5,Positif
geming keren realistis bagus,3,Positif
game ya menarikseruramah teman minus ya main minggu suruh upgrade,1,Positif
bagus,1,Positif
game ya bagus pilih ya steal a brainnot seru,4,Positif
gamenya keren kurang bug sinyal bagus login,0,Negatif
game ya gamenya seru seru,4,Positif
game ya seru kadangg suka offlne,4,Positif
bagus kikir game,3,Positif
min gue gue roblox ya eror gue download ulang gue kasih sandi kga login tolong baik,0,Negatif
blokir mending main roblox,-1,Negatif
roblox salah tingkah poto mohon maaf,-2,Negatif
gamenya bagus banget map brainrot evolution stil a brainrot,2,Positif
guys game bagus bug maklumin protes baik karyawan roblox memang bikin game ha gua game susah susah protes,1,Positif
game bagus banget main map puas contoh ya main map fish,6,Positif
game roblox seru berterimakasih buat roblox,3,Positif
bagus mik,1,Positif
this game is broken and many people has bullying me and me has a ban of roblox i hated this game bro,2,Positif
bantu sepi,-1,Negatif
game ya masuk akal download bikin bodoh,1,Positif
bagusssssss bgtttttt gameeeee nyaaaaa,0,Negatif
seru banget teman negeri beda daerah pacar bagus deh game ya turunin harga robux ya ya min game ya seru,10,Positif
gim ya bagus sayang ya robax ya bayar,4,Positif
game ya bagus update minggu,3,Positif
game seru banget gua suka banget cuy gua bagi robux gratis coy game ya seruuuuuuuu gua main ya seru download nama gameroblox logokotak miring,6,Positif
bagus bisnis game,3,Positif
bagus sih game ya ku robax ku ya beli uang kagak robax nama roblox ku nama aslijomblosaja nama displeyazzateterozz hehehe,3,Positif
main fish secrettalon kikir,1,Positif
gamenya bagus variasi bosan,0,Negatif
suka main game tarik gamenya ya andai orang main,5,Positif
game ya bagus sih nge bug ya gapapa asih bintang orang sana mandang ava,3,Positif
bagus suka,2,Positif
bug ya,0,Negatif
bagus sih tolong jadi game biyar leg wifi jelek,0,Negatif
main ya,1,Positif
suka main gue timbang ya tower ya dll,3,Positif
game serba bagus pokok,2,Positif
game seru kasih reting,2,Positif
game ya seru komunikasi online,3,Positif
game seru game seru,4,Positif
seruuuuuuu,0,Negatif
gamenya bagus banget tolong ya baik kuota boros boros main menit habis gb sih main plants vs brainrot nipu asih tanam secret tipu,1,Positif
login pakai akun pas suruh verivikasi pasuk kode kirim roblox pasuk kode,-1,Negatif
gamenya seru suka game tualang daki pokok seru banget suka map fish itdan map,5,Positif
gemenya seru mabar,1,Positif
seru,1,Positif
teman teman roblox,0,Negatif
seru game ya,3,Positif
game ya bagus,3,Positif
afk aplikasi update roblox server tolong baik seru,1,Positif
suka game asli,3,Positif
game bagus bug bikin server privat pakai robux kayak masuk gamenya ngeleg banget,0,Negatif
seru banget suka roblox,3,Positif
main game join join ha roblox down kah aneh,2,Positif
game seru tarik map ya bagus bagus,6,Positif
game ya seru main baju mahal a ribux,4,Positif
mantap deh,2,Positif
akun sandi,0,Negatif
bagus game ya minta tolong robux main mula dikit kayak,0,Negatif
seru,1,Positif
game ya asik banget lag ya sih,4,Positif
stres lat kesini gue sakit hati curhat teman roblox game bikin gue tenang tolong hapus nih game gue curhat bikin hilang stres,-2,Negatif
gara gara roblox main roblox ayah dunia ya,-1,Negatif
akun ku hilangggg,0,Negatif
game senang tanam tanam curi brainrots main blox fruits fruits bagus main fish seru banget mancing ikan,5,Positif
eror menhubugi server,-2,Negatif
seru map random biar bosan,-1,Negatif
gamenya bagus bikin emosi jugaterutama game fish ajar sabar sabar hilang bilang talon wildes kikir banget,6,Positif
didonlot lupa main fish,0,Negatif
bagus suka map grow a garden malam hutan,2,Positif
game ya simpan pakai orang masuk mohon ngambil akun blokir terimakasih kemarin september masuk password arrdd ussername arrdd masuk,-2,Negatif
tolong developer ya game ya jadi offline online tuh susah jaring ya ngelag patahpatah tolong ya plisss,4,Positif
update memori hp ku penuh gambar galeri ku dikit,-1,Negatif
sangar bagus gemnya cocok lansi,1,Positif
suka robloxxxxx is the only best,3,Positif
game seru suka,3,Positif
main fisit,0,Negatif
game buruk play store suka leg update ya suka leg,3,Positif
bagus banget ku mainin main hape,1,Positif
gamenya bagus main tolong ya main loading kesal tau,1,Positif
seru game,2,Positif
game bagus map seru banget game,5,Positif
rada lag toxic banget main ya mandang ava,1,Positif
game seru mainin game seru banget,4,Positif
bagus main,1,Positif
seru nih game tau omong kasar omong sensor mulu ban game,0,Negatif
seru,1,Positif
uuuuu bagus banget rela hapus ff roblox cipta roblox tambah main ya suka roblox game plant vs branrot roblox,5,Positif
robux gratis,1,Positif
suka banget geme walupun on seruh deh map ya karakter gerat munurut bintang deh geme,3,Positif
bagus banget sih pokok ya,3,Positif
gem seru,1,Positif
ngeleg ku hapus download patah patah hp bagus pakai wifi patah patah pas main enak,-6,Negatif
gamenya bagus game seru steal a brainrot fish tolong salah hacker hacker tolong ban terimakasih,3,Positif
loadingnya,0,Negatif
jelek game bocil bit,-1,Negatif
bagus sayang suruh upgrade pas pas memori penuh uinstal download arti ulang,3,Positif
gem ya seru banget map coba,3,Positif
bintang banned huh,0,Negatif
keren game,2,Positif
seru,1,Positif
seru map ya tolong orang suka ngehek tolong blkir aku pls akun hak tampa,2,Positif
mic party susah kompak teman main,-1,Negatif
gamenya seru banget main game suka suka enge pause citscript,5,Positif
roblox game seru patut raih juara,3,Positif
roblox the best,1,Positif
game fis seru,2,Positif
gua pas main game fish mohon baik,2,Positif
gamenya bagustapi afk puluh menit dcklo pakai auto clicker dc ghost touch hp kuini ya admin game fitur afkjadi plis hapus fitur dc menit mending itumasa bayar cloud fitur itujadi plis hapus,-2,Negatif
game ya bagus banget teman blox fruit bagus,5,Positif
seru banget gamee,2,Positif
enak main ya,2,Positif
gem asikkkk,0,Negatif
seru,1,Positif
suka main roblox,1,Positif
gamenya bagus map seru seru player ajak teman bundlenya lucu lucu cantik ganteng bagus semuaa,5,Positif
download game naruto ganti skin kirim robot ganti skin pokok,2,Positif
ngeleg ah kali game susah pas masuk masuk,-1,Negatif
bagus cocok main anak anak remaja,-2,Negatif
lumayan seru bingung gara bayak game,1,Positif
seru banget mabar main teman gww seru banget gila sumpehh,4,Positif
game ya seru seru,4,Positif
server ya eror,-1,Negatif
aplikasi roblox seru bayak gem seruh bi sah main teman bayak teman,0,Negatif
bagus seru,2,Positif
main roblox cari map fis gila sikrit,-1,Negatif
bagus bngat,1,Positif
bagus game ya seru banget ketangihan pulang sekolah langsung main roblox oh iya bikin roblox roblox ku suruh kasih ulas pencet iya nih minnnn bantuin main roblox play store nih kasih ulas oh iya min robux min robloxku bacon jelek banget robux minn update avatar ku biar jelekk minnnn,5,Positif
tolong game ya baik biar gampang ngebag ngeleg plis,3,Positif
bagus game ya seru seru,5,Positif
main seru banget gunung rinjani lombok main ulang ulang teman teman kecuali orang pokok ya roblox main bagus banget sih,5,Positif
seru banget suka,3,Positif
sendiriii,0,Negatif
nice good,2,Positif
gamenya bagus aktivin mic pakai ktp,1,Positif
bagus gem,1,Positif
lumayan bagusnamun alangkah baik bagus gerafiknya,2,Positif
bagus keren,2,Positif
suka game ya game ya orang hujat,4,Positif
yeyyyyyy,0,Negatif
bagus,1,Positif
gem ya bagus mes lag map bug admin tolong baik bugnya,1,Positif
update game ya sulit player mula lv sulit ikan rahasia ikan laba laba buka kunci tingkat sulit lebih ikan rahasia kecewa,5,Positif
pas main roblok,1,Positif
suka top up,3,Positif
mantappppp,0,Negatif
roblok baik game suka game night the fores,4,Positif
tau bagusssss,-1,Negatif
sok many cheaters,0,Negatif
game seru suka game,4,Positif
game ya bagus seru paket komplet,6,Positif
geme seru,1,Positif
bagus banget cocok download,2,Positif
bagus,1,Positif
game kebun tahan hutan,1,Positif
mantap nih game,3,Positif
senang main bareng teman seru,2,Positif
enak main fis indonesia galerity,1,Positif
upgaradetp upgarade mbak,0,Negatif
bagus tana wifi,1,Positif
gamenya seru banget tingkat ya,4,Positif
ya ya gays pokok seru,3,Positif
keren,1,Positif
aplikasi seru sila download,0,Negatif
game gampang disconnect sinyal bagus simpan grafik majapahit pas game patah patah tolong baik simpan framefrez,-2,Negatif
seru tualang game ya suka suka si a si kain ya wajar wajar game kasih bintang dadah roblox tani ku sih you,6,Positif
tuma heker,0,Negatif
game bagus banget game fish baik muda mitos secret,4,Positif
suka game asik seru banget lamun robus haris topap caraya kasih bintang,5,Positif
bagus seru mabar seru banget komunikasi upgrape main ya pokok ya seruuuu banget dehhhhh,7,Positif
game ya seru banget sukakk,4,Positif
game seru guna game roblox seru ya game unik tarik,8,Positif
wow,0,Negatif
roblox ya seru pas download kayak ngelek kak robux gerat ngegak,2,Positif
abdet apdet ikut ya turun,0,Negatif
seru banget nanem petualangpokoknya seru deh,3,Positif
hey roblox ban other steal my base i sok sad mad i cry i rating i always come back,-2,Negatif
main menariktapi depan moga game kembang pesat amin,3,Positif
super seru seru suka,3,Positif
apan game bagus kayak permen karet manis awal gla ngt bugnya bug jaring hadehh,1,Positif
sumpah pakai hack pakai wifi ngelek parah pakai kouta ngelek nyedot kouta tolong baik,-3,Negatif
seru banget,2,Positif
main roblox ganti avatar main roblox bikin pintar mantap gamenya,2,Positif
bosan,-1,Negatif
game penuh scam,1,Positif
fish mantap,2,Positif
game ya bagus bikin bosan kasih bintang deh,2,Positif
gua suka banget gem map ya butuh jaring mohon pakai jaring plis,3,Positif
goodgame,0,Negatif
mencet lompat kali lompat ya kali,1,Positif
game seru banget gem kadang suka ngeleg maju nge zoom suka masuk map ya suka aga kadang suka blokir,8,Positif
game seru adik suka ya suka,5,Positif
system moderasi ya buruk,0,Negatif
game ya seru fist,3,Positif
ya seru teman okeelahh pokoeee,2,Positif
game ya bagus banget seru,5,Positif
robux,0,Negatif
fhis tolong mudah dapatin screet ikan kasihan ngekos berharihari hasil,2,Positif
orang hina orang avatar ya bancon gue benci tuh orang orang,0,Negatif
roblox pas apdet suka ngelekngelek serusih kesel,1,Positif
game bagus,2,Positif
ganti avatar main tower menara brokheaven robux lucu headless korblox mabar ya lop you roblox,1,Positif
ngelag paham,-1,Negatif
seru sih seru geme malam kasih bintang,1,Positif
geme bagus benget server bayar pakai robax geme burik gerat moga baik ya terimakasih,4,Positif
game ya seru banget hias avatar ya pakai uang,6,Positif
bagus guna gabut,1,Positif
gemnya enak main mudah,2,Positif
game ya bagus sayang paruh avatar bagus pakai rubux,3,Positif
seru banget lupa ajar akun suka belokir seruuuu,3,Positif
seru,1,Positif
bagus banget pakai minggu diah update,2,Positif
aplikasi bagus mohon hilang sistem report tulis ujar benci sepele urus bilang korban sistem ujar benci mohon tolong hilang sistem akun hilang,-6,Negatif
bagus item gua hapus balikrobux gwa balikin item gue hapus item ya gwe beli kali loh hilang roblox sih,-4,Negatif
roblox baik,1,Positif
secret,0,Negatif
roblox alami texture langsung blur masuk map texture burik telat load kualitas grafik setel manual max coba solusi clear cache reinstall mati battery saver koneksi stabil muncul kali ganggu alam main tolong baik optimalisasi grafik texture loading versi mobil,1,Positif
seru tantang,0,Negatif
plissss ngelaagggg,0,Negatif
seru hp lag lag,-1,Negatif
map nama grow a gardensteal a brain rotbrookhavenforsakendistrik kekerasansurvivaldll,0,Negatif
candu,0,Negatif
bagus ikan besarbesar ikan tangkap script script ya,1,Positif
game seru banget player toxic,3,Positif
game bagus game seru ngelag seru cuman kurang tolong hilang player player senonoh senonoh terimakasih,2,Positif
game ya seru banget ajar bahasa negeri,3,Positif
main ya seru ngelag wifinya orang ya ramah,2,Positif
kasih dragon caneloni steal a brainrot kasih bintang,0,Negatif
suka,1,Positif
game baik ya gane,3,Positif
mantap mainin,1,Positif
game ya bagus keren mabar,4,Positif
game bagus bagus,3,Positif
gamenya jelek main fish masuk server ya tolong benerin ya,-1,Negatif
main ya seru tower rendommm,2,Positif
bagus,1,Positif
games ya kadaluarsa,1,Positif
seru ayok download roblox coba main brookhaven,1,Positif
bagus gamenya seru banget mapmap seru bikin bosan,3,Positif
keren banget banget map grow a garden malam pokok bintang mabar usn lisapink,2,Positif
gamenya bagus banget,2,Positif
too many bugs,0,Negatif
pas kali download gaame favorit ku,1,Positif
gemenya bagus,1,Positif
pengin el maja jir,-2,Negatif
main ya seru banget,3,Positif
game nya seruuuu banget game,3,Positif
game ya serubanyak mapbisa teman pokok seru banget,4,Positif
langgan robux bulan masuk robux bulan uang ambil robuxnya kosongplzz min cek,-4,Negatif
roblox tolong ya roblox ku error uninstall rooting fireworks yaudah segitu bye bye minggu loh,-5,Negatif
ikan sikrit,0,Negatif
suka suka,2,Positif
seru senang tarik game,4,Positif
game ya bagus kawang kawang,3,Positif
tolong game fist vulcano ya kasih sc,2,Positif
bagus banget,2,Positif
kadang ngelag kadang ngelag bingung rating roblox rating,0,Negatif
sukkaaa suka update trss,1,Positif
game anak bagus game ajar suka katakata kotor,2,Positif
bagus susah onmic suka ijo ijo nya dinyalain,1,Positif
seru banget suka main roblox,3,Positif
suka ngebag baterai boros,-1,Negatif
bagus mahal,1,Positif
game ya seru teman robux hahahhahaha,3,Positif
games nya bagus robux,1,Positif
game memeq,1,Positif
game roblox bagus keren asih dear suka,5,Positif
sukaaaaaaaaa,0,Negatif
bagus banget sumpah,2,Positif
